Review Title,Review Text,Sentiment,Review Length
Hated it!,"Nice shettles,maintained quality till 15 matches,i think it can maintain its quality up to 30 and contineous,totally a good product,thanks to flipkart and the seller.....",1,25
Highly recommended,Nice shuttle,1,2
Did not meet expectations,very good product,1,3
Good quality product,Original items,1,2
Terrific purchase,As per expectations... I was lil hesitant buying online but great experiance... genuine product..,1,14
Delightful,1 Number Product,1,3
Fabulous!,Yonex is always my first choice.,1,6
Good choice,The best quality product from Yonex...,1,6
Worth every penny,Bad quality,0,2
Good quality product,Very bad product...Got damaged within a return period!!!And also not played heavily!!! worst from Flipkart,0,15
Pretty good,Very worst product,1,3
Perfect product!,"Very bad quality, playing only 3-4 days damaged.",0,8
Classy product,Average quality. You can palay 5 to 10 game roughly.,1,10
Best in the market!,Nice,1,1
Must buy!,Good choice,1,2
Great product,Worth the amount invested. Great quality product,1,7
Terrific,Superb collection,1,2
Just okay,Too good to play,1,4
Awesome,Good shape,1,2
Good,Good product,1,2
Does the job,It is good quality,1,4
Mind-blowing purchase,Great product,1,2
Must buy!,Nice....,1,1
Just wow!,"Original product, graet , felling very ,Happy.",1,7
Just wow!,Awesome,1,1
Nice!,Good product from yonex,1,4
Super!,Good,0,1
Nice,Excellent product and worth the price,1,6
Worthless,Amazing for outdoor game,0,4
Wonderful,Yellow Nylon Shuttle are much more reliable than white,0,9
Just wow!,Genuine product at a subsidised price. Thank you Flipkart,1,9
Nice product,Good,1,1
Very Good,good quality,1,2
Worth the money,"Really nice shuttles. Almost one and a half months have passed and we are still playing with the first shuttle we took out of the box, with light hitting of around 1 hour daily.",1,34
Terrific purchase,Good product,0,2
Did not meet expectations,I need more slow,0,4
Really Nice,Nice one 👍,1,3
Terrific,Good  product,1,2
Fair,Good,1,1
Highly recommended,V good,1,2
Decent product,Good quality shuttle at a good price...,1,7
Value-for-money,Nice,0,1
Horrible,Go for it ... highly durable ....quality is good ...,1,10
Simply awesome,Very nice product,1,3
Awesome,The best available in market.,1,5
Terrific purchase,Slow,0,1
Classy product,Nice one. good packaging,1,4
Wonderful,Excellent,0,1
Super!,Good quality products,1,3
Terrific,It can last long only by the kids. We college students have finished all the shuttles within a month.,0,19
Classy product,Go away,0,2
Value-for-money,Best in the business. One shuttle lasts for at least 40-50 hard smashing matches . Even after that the shuttle remains in one piece and you actually change it for rectifying some balancing issues.,1,34
Must buy!,Really amazing,1,2
Classy product,Super and very nice 👌,1,5
Terrific,Fabulous slow shuttle best in this category,1,7
Brilliant,Superhit product& superfast delivery by flipkart👌👌 100/100 for very nice experience,1,11
Highly recommended,The quality is very good and i recommend it,1,9
Worth every penny,Just got within days of order.  Quality is very nice.  Blindly buy it,1,13
Really Nice,Super good,1,2
Great product,The product is very good and the shuttle is same as Mavis 350 of green color. Awesome product and I loved it very much. One negative is that it sometimes gets disappear in white LED light while playing but it is of the same kind of green one.,1,48
Highly recommended,Super,1,1
Simply awesome,Very nice product n delivery  is very fast,1,8
Classy product,"Good shuttles, excellent for indoor and windfree outdoor badminton games.",1,10
Brilliant,Awesome,1,1
Wonderful,Shuttles are genuine. You can follow steps to check whether it is genuine or not.,1,15
Good choice,Good quality,1,2
Must buy!,Good product ?,1,3
Terrific purchase,To good quality thanks flipkart,1,5
Worst experience ever!,Gr8 product,1,2
Worth the money,"Good product,, Better quality .... 4/5",1,6
Mind-blowing purchase,Hyper delivery  with good quality packaging and quality nylon shatila,1,10
Terrific purchase,Good one for us. We play outdoor everyday. Constant play for 2 hours. The shuttle lasted for three weeks. We don't play professional but we do play hard. And few of us are not really good so we hit the shuttle with the rod as well. But still the shuttle is good. The one point I removed is for the plastic which starts to get ruptured and the price should be within middle class range. It is a little higher.,1,80
Wonderful,"Looks nice,new packing,very fast delivery only 2 days",1,8
Good quality product,Fantastic,1,1
Nice product,Awsome.. precision is 👌👌👌,1,4
Best in the market!,not bad,1,2
Not good,Good,1,1
Mind-blowing purchase,Wen I purchase 3rd time quality was very bad... not even stand for just 1 game😭,0,16
Excellent,Good quality .. delivered in 2 days .. less than shop price,1,12
Wonderful,"Product delivered before the expected delivery within 48 hours, received genuine product as expected.Thanks flipkart",1,15
Good choice,Good quality,1,2
Terrific purchase,Superb product at good quality and with reasonable price.,1,9
Does the job,good,1,1
Really Nice,Those balls r not in good quality,0,7
Not good,Awesome,1,1
Does the job,"Suitable for indoor,, highly recommended",1,5
Did not meet expectations,Original product.... Thanks for sending original products....,1,7
Great product,"Great product and reasonable price , too cheaper than offline purchase and good delivery service as wellGo grab itIt's a great deay ❤️❤️",1,23
Highly recommended,Not bad,0,2
Simply awesome,Nice ...👍🏻,1,2
Awesome,Fine,1,1
Classy product,Ok,0,1
Just okay,Not good,0,2
Horrible,"Ist time i purchased, got original product. But after 4 month 2nd time i purchased, got duplicate product.",0,18
Pretty good,nice shuttle... You can buy,1,5
Mind-blowing purchase,Very good.product.. genuine..,1,3
Classy product,Excellent shuttles. I have been using them since years. Best quality.,1,11
Fair,Satisfaction,1,1
Fabulous!,Nice shuttles and reasonable price. excellent quality,1,7
Highly recommended,In a box 1 or 2 pieces lightly damaged,0,9
Terrific purchase,More damages.,0,2
Very Good,Super cockes white nis project,1,5
Excellent,awesome shuttle,1,2
Terrific,Worth of money,1,3
Best in the market!,Now a days duplicate is comingAfter one game it become a rocket....,0,12
Just wow!,Pro level,1,2
Good quality product,Genuine quality with super fast delivery.,1,6
Perfect product!,It's good to use..... Very nice product,1,7
Worth the money,Super,1,1
Excellent,Superb and high quality products,1,5
Classy product,nice,1,1
Mind-blowing purchase,Clean and neat. I received it. Exact as advertised,1,9
Mind-blowing purchase,Super and best quality,1,4
Very Good,Best product,1,2
Terrific,Orginal same one,1,3
Delightful,Good quality,1,2
Worst experience ever!,Good,1,1
Worth the money,Awesome....,1,1
Really Nice,"Nice product, Must Buy",1,4
Excellent,Quality product!,1,2
Classy product,Thank you Vishnu nice delivered the product,1,7
Terrific purchase,Superb quality,1,2
Wonderful,Tx product but price costly,0,5
Mind-blowing purchase,Are durable & quality is satisfying..,1,6
Wonderful,Excellent work,1,2
Perfect product!,Satisfied with the product,1,4
Worth the money,Nice product but price is quite high than market,1,9
Classy product,Shuttles are 100% genuine...pls go head of any one want to buy..,1,12
Delightful,Must buy,1,2
Bad quality,Good quality,1,2
Just okay,good quality,1,2
Nice product,Every time we r fecing problem order not teking why ru doing  like this ur doing bussiness we r orders perfect payment why don't u take orders,1,27
Terrific purchase,Good ....,1,2
Wonderful,Beautiful product,1,2
Good choice,Overall product is good but Price is a bit high,1,10
Just wow!,Better,1,1
Classy product,old stock. It was medium speed but practically very fast,0,10
Best in the market!,good,0,1
Mind-blowing purchase,Good to play.Very durable and long lasting.,1,7
Fabulous!,Cheap and best product ever we can find with this rate in other shopping sites thank you flipkart,1,18
Highly recommended,REALLY GOOD PRODUCT 👌,1,4
Just okay,Nice,1,1
Nice product,Nice one,1,2
Brilliant,Good original product,1,3
Awesome,NIC,1,1
Good quality product,Yonexxx is yonexxx don't compare it with others.,1,8
Super!,Yonox is yonox Great quality,1,5
Wonderful,Value for money nice cork worth it,1,7
Super!,Long lasting,1,2
Moderate,Good quality lasted for more than 30 matches a single cork .,1,12
Excellent,Few are medium speed eventhough they are green capNo consistency,0,10
Pretty good,Super original,1,2
Worthless,"Good one, I feel speed different between green vs white",1,10
Just wow!,Best quality super,1,3
Waste of money!,I love your products 😍❤️💖♥️♥️♥️♥️♥️♥️,1,5
Wonderful,Best buy,1,2
Worth every penny,As good as expected 👍,1,5
Could be way better,Quality cheating worst of money,0,5
Super!,Quality is very good and the delivery is very quick.,1,10
Simply awesome,Very good product and delivery before due date. If you are planning to purchase Mavis10/ Movies 200i please don't waste and go for 350.,1,24
Excellent,"Very slow shuttle , I feel dulicate",0,7
Very Good,Very nice product,1,3
Really Nice,Shuttle is Nice and well packed   Thanks Flipkart,1,8
Terrific,Good ! Go for it,0,5
Mind-blowing purchase,Best choice,1,2
Pretty good,Super but it is slow,0,5
Best in the market!,It's awesome..,1,2
Worst experience ever!,"It's not suitable in open ground practice, it feels heavy weight",0,11
Super!,Nic,1,1
Fabulous!,Original product,1,2
Value-for-money,It is a good product at affordable price @729rupees,1,9
Pretty good,Good quality,1,2
Moderate,best for Open ground,1,4
Highly recommended,Excellent,1,1
Wonderful,"Good Quality I play 2 hours vigoursly daily each shuttle last for 2 days if played vigoursly(smashes) otherwise 3-4 days each shuttle. This is my 7th shuttle box ordered under Retail.Net. But lot of price up/downs, I think due to huge demand.",1,42
Must buy!,Good & genuine shuttle,1,4
Value-for-money,It's not original one.Failed sunrise test. I was unable to scratch the hologram to get the code.,0,17
Fair,gud quality,1,2
Best in the market!,Better,1,1
Mind-blowing purchase,Excellent...,1,1
Simply awesome,The product i reseaved was bad.,0,6
Don't waste your money,"Perfect 👌 original,fast delivery",1,4
Did not meet expectations,Nice shuttle,1,2
Terrific,Green should b slow... but it was fast,0,8
Mind-blowing purchase,Very good quality,1,3
Classy product,Nice product.,1,2
Delightful,Nice..,1,1
Awesome,Bad,0,1
Delightful,Very bad Every day one gets damaged,0,7
Pretty good,Very good long life,1,4
Waste of money!,Good one...!!,1,2
Really Nice,Original but price is too much,1,6
Delightful,It's nice,1,2
"Quality is lacking, suspect the genuinity",Good product,1,2
Very Good,In the absence of Mavis 500 this is the best product.,1,11
Wonderful,The first shuttle i use is bit fast.. but now the 2nd and third is good to play with.. Appropriate Speed and good to use.. Go on if u r not a national player... 😎😛,1,35
Terrific,2 shuttle out of 6 was partially Manufacturing defected. product was looking original. Seller should pay attention that customer is paying amount for 6 shuttle.,1,25
Just wow!,Good turst it,1,3
Classy product,Worst product I think Mavis 350 was more durable than average shuttle but thought of mine was a clear blunder as it doesn't lasts for at least 1day. The cork was broken after 6-7 set play. If you plays in indoor then you can go with this otherwise you will donated money to Flipkart,0,54
Great product,Genuine product😀,1,2
Best ,Good,1,1
Awesome,Suitable for play and reasonable price.,1,6
Must buy!,Have been purchasing the shuttles from Flipkart for a very long time now. But the quality of the shuttles has been lacking recently. May not buy anymore due to lack of Quality.,0,32
Don't waste your money,Very fast delivery thank you flipkart,1,6
STURDY,Good product,1,2
Worst experience ever!,nice one,1,2
Best in the market!,Fine,1,1
Really Nice,Worth,1,1
Unsatisfactory,"Important month and delivery month, 😀same.... Totally new®️®️®️®️®️®️🙏",1,8
Just wow!,The product is too good I like it very much Flipkart is the brand app I think so but the think always good and perfect 😘😘👌👌👌keep it up👍👍👍,1,28
Good,"It doesn't felt to be a good one, the cork speed was different for each cork.",0,16
Worth every penny,Check them if they are original or fakeMine are original,1,10
Awesome,"This white one is very bad, worthless, Better to go for Yellow",0,12
Really Nice,Good product at good price. Quality is also very good. It's perfect for playing..,1,14
Just okay,It's very good,1,3
Terrific,Nice product,1,2
Nice,Outdoor coats that shettel is very bad,0,7
Simply awesome,Very good qualiyt.,1,3
Highly recommended,good,0,1
Must buy!,Good product...,1,2
Very Good,"This shuttle is vey durables even if u play rigorously,it lasts 4 to 5 days.So light n good to play.",1,20
Excellent,Genuine and good. Goes a long way.,1,7
Pretty good,Playing is good but very short life.... may be old stock . I use 350 from very long time it lasts for 5 to 7 days easily but this time each shuttle stands for hardly 3 days . All shuttles goes in same way cork breaks,1,46
Really Nice,nice,0,1
Value-for-money,Quality product....,1,2
Super!,Just ok,0,2
Excellent,Good package and good product,1,5
Terrific,Thanks for yonex and these are best for both indoor and outdoor any one can go through this product blindly,1,20
Simply awesome,good,1,1
Just wow!,good one but delivery was tooo late.,1,7
Perfect product!,NYC product,1,2
Fair,good one,1,2
Super!,Superrrrb,1,1
Wonderful,Good Quality,1,2
Fabulous!,Nice product .,1,3
Must buy!,Gud 1,1,2
Highly recommended,Good,0,1
Wonderful,Recommended,1,1
Worth the money,value for money,1,3
Just wow!,Nice and good shuttlecock Very fast delivery I love it Thank u flipkart delivery,1,14
Just okay,Good value for money and speed delivery.,1,7
Excellent,Best quality,1,2
Fabulous!,Flexible,1,1
Worthless,Superb 👌,1,2
Mind-blowing purchase,Good one,1,2
Super!,Nice quality,1,2
Highly recommended,Simply Perfect 👌,1,3
Classy product,Nice and durable Specifically... very effective for beginners,1,8
Did not meet expectations,It get damaged at fast.,0,5
Great product,The rubber is not qualify,0,5
Awesome,Good quality & faster delivery,1,5
Fabulous!,Waste.....waste....waste...loss of money..!Don't buy guys,0,5
Brilliant,As always. It's the best buy. And Flipkart is the right place for this,1,14
Unsatisfactory,Excellent product!!,1,2
Best in the market!,Gud 1,1,2
Worth every penny,Shuttle is very good in quality.And the rubber part is also very smooth for paly.,1,15
Wonderful,Awesome must buy,1,3
Great product,very worst,0,2
Awesome,Great for that price,1,4
Highly recommended,Loved it...,1,2
Must buy!,Package was good and they sent latest mfg part.,1,9
Perfect product!,Supper,1,1
Good choice,Packing is very worst,0,4
Excellent,Nice shuttle,1,2
Just wow!,Super deal,1,2
Best in the market!,Highly durable! Will buy more,1,5
Wonderful,I feel better now when I am playing,1,8
Perfect product!,Good product...original and good price than market,1,7
Worst experience ever!,Order to Delivery completed in 35 hours. Great Flipkart...,1,9
Super!,Best quality,1,2
Terrific,Still good,1,2
Excellent,"Nice. Very fast delivery by flipkart. Delivered next day in small city banswara,Rajasthan. Superb. 5 star for delivery.",1,18
Fabulous!,Good quality.,1,2
Classy product,"Best product flipkart,4 players continues play per day 4 hour 8 day one cork.",1,14
Does the job,Good one,1,2
Brilliant,osm product....,1,2
Classy product,Good job,1,2
Great product,Good one,0,2
Hated it!,Good product,1,2
Terrific,It's good in slow.... I'll pref fast one.. Overall its good,1,11
Must buy!,"Best one...., ⭐⭐⭐⭐⭐",1,3
Worth the money,good product,0,2
Must buy!,Quality productWonderful deliveryDelivered on timeGood packaging,1,6
Best in the market!,Gd,1,1
Best in the market!,"This Product is perfect for regular badminton players, in Indoor atmosphere.",1,11
Brilliant,Simply awesome,1,2
Nice product,The product i received was not good.,0,7
Fair,Mainde  blowing,1,2
Good,Gud product,1,2
Must buy!,Excellent product,1,2
Terrific purchase,Genuine product by yonex. Durable shuttles.,1,6
Fabulous!,Bottom part use to come out white smash,0,8
Wonderful,Nice specify,1,2
Very Good,It's highly durable and of great quality...I just loved it 🥰,1,11
Just okay,Poor quality,1,2
Good quality product,Using it for few weeks... So far performance is okay...have good shot strength... easily recommendable.... durability have to be checked..,0,20
Must buy!,It is strictly made to meet the Indoor Conditions. Don't buy this if U are playing in Outdoor Conditions.,0,19
Excellent,Delivery service simply superb,1,4
Good quality product,Delivery boy is very helpful.,1,5
Worth the money,It's not a bad product. but quality is not good  that's it..,1,12
Must buy!,Nice one,1,2
Really Nice,It's looking cute and also it's playing great,1,8
Simply awesome,good product .,0,3
Mind-blowing purchase,Good👌🏻,1,1
Good quality product,"Good, no one is damaged all  shuttles are good",1,9
Not good,Really Good... Recommended... I will bought it again,1,8
Super!,Good job,1,2
Nice product,"Super. Must buy. Thanks to flipcart for good service and their super fast service is ""never before"".",1,17
Must buy!,evergreen,1,1
Terrific,Excellent,1,1
Good,Box same but shuttlecocks change,1,5
Brilliant,Mavis is massive shuttle,1,4
Awesome,Excellent slow moving durable product,1,5
Excellent,Very nice,1,2
Perfect product!,Quality vevy very very very bad....why,0,6
Classy product,Good product must buy.......,1,4
Mind-blowing purchase,very good product,1,3
Highly recommended,Very good quality and very durable product.,1,7
Pretty good,"Should be economic, higher cost causes less people will attract to bedminton",0,12
Value-for-money,Awesome product 👌👌👌👌,1,3
Great product,best quality,1,2
Very Good,good product,1,2
Worth every penny,Good product 👍 so thank you flipkart and seller,1,9
Highly recommended,Well,1,1
Nice product,Slow shuttle nice product,1,4
Terrific purchase,Powerful shuttle,1,2
Terrific,Timely delivery. Satisfactory under paying conditions.,1,6
Awesome,Received in sealed pack.Thanks flippcart and its seller.,1,8
Decent product,Got this product in 2 days heavenly awesome,1,8
Fair,Nice product,1,2
Does the job,Satisfied,1,1
Perfect product!,Rightly priced... Good Quality..worth the buy..Daily usage and durable too..,1,10
Terrific,Superb. Very durable,1,3
Nice,Nice product,1,2
Highly recommended,Absolutely fantastic!,1,2
Does the job,Very fantastic product but their plastic is so light weight,1,10
Good choice,too much exepensive,0,3
Just wow!,"Good one, best choice, super quality",0,6
Very Good,Nice product tq flipkart,0,4
Super!,Best shuttles,1,2
Worth the money,Wonder full,1,2
Good quality product,Not so good as expected....,0,5
Just wow!,Gud one,1,2
Terrible product,ones more time | booked this item From rallinet they cheat me send a dummy Product in the box of Yonex,0,21
Classy product,Good purchase..,1,2
Perfect product!,Excellent product.I love the delivery of flipkart,1,7
Best in the market!,Its very poor,1,3
Useless product,Super,1,1
Delightful,"Ok ok, yellow colour is best compared to this",1,9
Value-for-money,Good  product,1,2
Terrible product,Very Nice,1,2
Simply awesome,Good product worth buying...,0,4
Decent product,a GOOD product,1,3
Brilliant,Very good product and good price,1,6
Terrific,Best buy and its the original product,1,7
Awesome,Good than expected,1,3
Just wow!,Super long life,1,3
Brilliant,Not good & lasting.....,0,4
Wonderful,Awesome experience.,1,2
Best in the market!,Very bad,0,2
Excellent,Mind blowing super fantastic,1,4
Did not meet expectations,Good productGood covering,1,3
Very Good,Good Product.,1,2
Slightly disappointed,Best quality,1,2
Good quality product,Best quality,1,2
Highly recommended,"Thanks to Flipkart, fast delivery. One day before. Thanks to  Ekart corrier also",1,13
Brilliant,Nice quality....awesome yonex is yonex ....baap is baap 😍😍😍,1,9
Classy product,Very slow,0,2
Brilliant,Good product. Packing was little damaged but internal product found safe.,1,11
Good choice,Not bad,0,2
Good quality product,Gud but need a liitle bit imporovement,1,7
Decent product,Nice product.,1,2
Perfect product!,Good quality stuff,1,3
Moderate,Very good shuttle for intermediate users 🍁,1,7
Worth the money,Gud,1,1
Simply awesome,Nice.and yonex 350 is better than 2000.first I confused very much.at last by some other frnds I ordered this product and was very nice no doubt,1,26
Nice,Brand no more words,1,4
Pretty good,Must buy,1,2
Terrific purchase,Good but bit expensive,1,4
Best in the market!,Value for money,1,3
Very Good,"Excellent ,After buying this product ,again I ordered another pack",0,10
Horrible,Very good quality.,1,3
Must buy!,Genuine product,1,2
Terrific purchase,Second time deliverd orginal product thanks flipkart,0,7
Must buy!,good quality,1,2
Good quality product,Very good,1,2
Must buy!,One day late delivery but ok,0,6
Fabulous!,Very Nice,1,2
Value-for-money,Got original product checked in sunrise.com..go for it,1,8
Wonderful,Good quality product,1,3
Mind-blowing purchase,Don't buy this item product missing.,0,6
Classy product,Right product send by seller,1,5
Very Good,Excellent,1,1
Highly recommended,Superb shuttles,1,2
Delightful,Nice,1,1
Worth every penny,Nice,1,1
Nice product,Good enough to play,1,4
Simply awesome,Ok,1,1
Just wow!,NYC one,1,2
Just okay,Yonex 350 we r using this since 6 7 yrs. It is of good quality.. Better price than open market shops..better to select slow if you are playing outdoor shuttle..,1,30
Fair,Super Cheap rate,1,3
Worth every penny,Know for its durability..no need to mention it go for it,1,11
Worth the money,Happy because I got it for reasonable price. Hope I will get the same product again with the same price,1,20
Excellent,"Very good, timely delivered, thanks to  flipkart",1,7
Wonderful,Awesome,1,1
Terrific purchase,good,1,1
Worth the money,goid,0,1
Terrific purchase,Genuine product. Thank you Flipkart,1,5
Worth every penny,Nice,0,1
Great product,Nyc,1,1
Terrific,Best quality but high price.,1,5
Good,Good,1,1
"good , but see which speed you are buying",Best shuttle to,1,3
Nice product,Maximum 10 days,1,3
Fabulous!,Nice product I m using it from 5 years,1,9
Awesome,Best quality,1,2
Highly recommended,Great product which is both durable and light weight.,1,9
Terrible product,Quality shuttles and speedy delivery by flipkart,1,7
Does the job,Delivery done super fast but it's price keeps increasing regularly. Worrisome,0,11
Great product,Nice product but feather top is mostly damaged,1,8
Worthless,"good for only beginners or time pass players ,because it flies very slow , if you want to play fast game pick faster one .  quality is really good 1 will come for 100 hours play. i bought them for 750 bit high for slow version.",1,46
Decent product,Nice,1,1
Perfect product!,Vnice,1,1
Does the job,Super........,1,1
Delightful,Really Fantastic 👍,1,3
Terrific,every purchase rate increased and product quqlity not good,0,9
Hated it!,Product quality not good,0,4
Fabulous!,good,1,1
Nice product,Waste shuttles too old and wet shuttles don't sell this type of old and useless products sorry to say this next time you sell good products,0,26
Excellent,Good product but very costly...,0,5
Value-for-money,Some shuttlecocks were faster on indoor court.,1,7
Best in the market!,Its a premium shuttle.  Longlasting,1,5
Awesome,Quality was not good,0,4
Highly recommended,Good quality,1,2
Must buy!,Product not good,0,3
Perfect product!,Best shuttle in market.. No one near to yonex..,1,9
Best in the market!,the rate is costly compare to regular price.it is helpful if u reduce price.,1,14
Classy product,Awesome product,1,2
Pretty good,good product,1,2
Nice product,Once again fabulous work flipkart.Great product and great packing.Lot of appreciation for you flipkart.,1,14
Pretty good,Thank you Flipkart and saler super quality on low price,1,10
Really Nice,Wonderful,1,1
Terrific,Excellent purchase...,1,2
Pretty good,Good quality shuttles  best for indoor in nylon shuttles,1,9
Terrific purchase,Nice,1,1
Utterly Disappointed,Great,1,1
Terrific purchase,Good one for outdoor play also In indoor play very good shuttle to play But confused in 75 & 77..?what is the difference..?,1,23
Brilliant,Good quality.,1,2
Pretty good,Best shuttles that i used in my life,1,8
Really Nice,Good in quality,1,3
Worth every penny,Ty flipkart got genuine product,1,5
Worthless,Not bad,0,2
Good choice,"It's not original.dummy item , don't purchase.",0,7
Classy product,best...for begginer to middle class player....packing was good....i am shocked about....delievery...flipkart deleiver it within 17 hours....amazing very quick service by flipkart.....for delievery 10/10,1,23
Fabulous!,Nice,1,1
Mind-blowing purchase,Super,1,1
Waste of money!,Delivery on time but quality not match with YONEX.  Not trustworthy with original,0,13
Good choice,Best of this price excellent quality,1,6
Terrific purchase,Nice one! Buy it before thinking even twice.,1,8
Delightful,Only for indoor,0,3
Wonderful,"Long lasting, good trajectory and well balanced shuttles must buy product",1,11
Must buy!,Super Quality,1,2
Excellent,Value for money ⭐⭐⭐⭐⭐ 5 stars,1,6
Perfect product!,very nice,1,2
Good choice,Not good,0,2
Worth every penny,Good product reasonable priced,1,4
Simply awesome,Superb,1,1
Best in the market!,Good product,1,2
Not recommended at all,Best quality,1,2
Worth the money,Great for our outdoor playing,1,5
Not recommended at all,Good,1,1
Best in the market!,Perfect,0,1
Wonderful,Perfect for all,1,3
Must buy!,Best in the budget.,1,4
Pretty good,Nice product I am happy with this product 👌😊😊😊👍,1,9
Very Good,Good quality,1,2
Worthless,super,1,1
Very Good,Bad paking.. very bad.,0,4
Good quality product,Good shuttle but after some time upper and lower parts get  differ,1,12
Excellent,Quality issue,0,2
Very Good,Very best for money and weight is like holding a pen and the delivery is very fast,1,17
Mind-blowing purchase,AWESOME,1,1
Great product,Good product,1,2
Simply awesome,Value for money.,1,3
Perfect product!,Old stoke,0,2
Classy product,Just ok,1,2
Brilliant,Good.,1,1
Best in the market!,Awesome product..as expected.great shuttle speed and durability.must buy...,1,8
Worth the money,Best in all levels of players,1,6
Great product,good,1,1
Excellent,Very good product,1,3
Utterly Disappointed,Great.. I like it,1,4
Must buy!,Nic product,1,2
Nice product,Good one..,1,2
Really Nice,Xcellent product,1,2
Decent product,Beginners and intermediate player's can use effectively it's good to play at any conditions,1,14
Simply awesome,Best product h. Maja aa gya,1,6
Simply awesome,Good quality,1,2
Wonderful,Best in market,1,3
Awesome,I am Happy,1,3
Value-for-money,Nice one,1,2
Worth the money,Worst  item and old stock,0,5
Horrible,Good,1,1
Wonderful,Nice product,1,2
Highly recommended,This cork is waste don't buy this....I bought 2 times this cork but this very worst....broked in just 2matches,0,19
Worth the money,nice one,1,2
Awesome,Avg,1,1
Good quality product,Nice shuttle,1,2
Absolute rubbish!,Best,1,1
Excellent,Good quality shuttle,1,3
Very Good,Poor quality,0,2
Pretty good,Satisfied with the quality,1,4
Fabulous!,Its difficult to find genuine shuttles these days. I have been ordering shuttles from this seller from past a year and almost all d shuttles received till date are good and having same speed. A badminton lover may feel how annoying it can be if shuttles in d box is having different speeds..Happy smashing..,1,54
Not good,"Super ,",1,2
Highly recommended,These are good for beginners although we should play with feather. These is good not fast enough.,1,17
Worth every penny,Very old stock. Shuttles got damaged easily,0,7
Good quality product,super quality,1,2
Pretty good,Best,1,1
Fabulous!,Awesome and guinine product.,1,4
Unsatisfactory,No words to say...always best,1,5
Super!,Quality is Medium,0,3
Could be way better,Nice,1,1
Worth every penny,Excellant,1,1
Simply awesome,Very useful to practice,1,4
Brilliant,Fabulous product .,1,3
Terrific purchase,very much long lastinga must buy productfull PAISA VASOOL product,1,10
Worth every penny,"Awesome , as usual",1,4
Super!,Best in yonex,1,3
Wonderful,Very good product.. genuine,1,4
Best in the market!,Quality is not good,0,4
Super!,Something wrong with this each shuttle shape changes with one or two set plays don't buy it,0,17
Brilliant,Best in class,1,3
Awesome,original product,1,2
Great product,Good product.,1,2
Great product,Delivered on time and nice product,1,6
Nice product,It is a very good.Using from one week.,1,8
Classy product,Genuine product. Verified using the scratch code and shows as original. Quality is also as expected.,1,16
Wonderful,Delivery was quick.agent behaviour was good as well,1,8
Must buy!,Superb,1,1
Nice product,Cheaper than market and they are original,1,7
Best in the market!,nice product,1,2
Simply awesome,Vvvvvv good,1,2
Just okay,Very good product,0,3
Fabulous!,Excellent purchase,1,2
Terrific purchase,Nice Quality,1,2
Decent product,Very nice and durable.. Must go for it,1,8
Brilliant,good quality...superv life,1,3
Nice product,Good product.. worth it...,1,4
Worth every penny,Perfect,1,1
Just wow!,Varry good,1,2
Good quality product,Its good,0,2
Best in the market!,Awesome,1,1
Great product,very very good product,1,4
Simply awesome,Good durable product,1,3
Fair,Best for outdoor playing.... very good 😁👍,1,7
Wonderful,Osm product,1,2
Worth every penny,Nice product .......well experience with flipkart thank you flipkart,1,9
Terrific purchase,Good delivery service,1,3
Must buy!,Nice product loved it,1,4
Wonderful,Good and on time,1,4
Good choice,Very nice according to the price money,1,7
Must buy!,Very good👍,1,2
Brilliant,"Very good, durable",0,3
Fair,Delivered on time. Happy with delivery service,1,7
Slightly disappointed,Good product but if the time of the stability increased it becomes perfect product.,1,14
Great product,Authentic,1,1
Delightful,Value for money,1,3
Classy product,GOOD,1,1
Very Good,fine,1,1
Awesome,Great product ...durable ...quality is also good when compared to the local markets,1,13
Really Nice,Quality is not upto,0,4
Terrific purchase,Bad,0,1
Just okay,good,1,1
Wonderful,Best product,1,2
Hated it!,At last I got it. Although very late due to lock down. Delivery man Mr. JP is a good and soft behave person. Thanks JP...,1,25
Wonderful,Better shuttles from another shuttles,1,5
Could be way better,It is super,1,3
Waste of money!,Great,1,1
Best in the market!,"Awesome product. Trust me it's worth every penny you spend on it. It's durable, heavy enough and retains it's form even after a long day's play.",1,26
Mind-blowing purchase,Good product,1,2
Excellent,Good products and good price than outside market..mainly during this lockdown,1,11
Wonderful,Ok,0,1
Best in the market!,Not original2nd quality,0,3
Terrific,ya good,1,2
Moderate,Okay,0,1
Best in the market!,Worst,0,1
Wonderful,Exceptional shuttles with good outdoor performance i.e with natural wind outside it has good aerodynamics anfd flight.trust yonex 350 and rough and tough,1,23
Nice product,Awesome shuttle. Durable too,1,4
Good quality product,It's so nice,1,3
Nice,Good,1,1
Highly recommended,Quick delivery with a good delivery person . Nice quality you can just go for it .,1,17
Value-for-money,As usual,1,2
Super!,Not felt like original,0,4
Highly recommended,Best shuttle good product best quality and fastest delivery in 1 day delivered next day,1,15
Pretty good,Good Quality shuttle. One shuttle goes more than a week,1,10
Perfect product!,good produvt,1,2
Worth the money,Good but online product pictures clarification must be necessary,1,9
Highly recommended,Genuine product,1,2
Terrific,"Fabulous , go with this.",0,5
Good choice,Just  awesome,1,2
Awesome,Nice product,1,2
Wonderful,Perfect for indoors,1,3
Terrific purchase,Owsome product best in this range.,1,6
Best in the market!,excellent product,1,2
Terrific,Better life using it with perfect play,1,7
Brilliant,It's awesome,1,2
