Final Text,Sentiment
great product. bad product poor quality really disappointed,0
value for money. good,0
super . behtareen.. i keep on ordering this monthly.. good for intermediate players like me..,1
good choice. super,1
best in the market . slow 75 is not slow as lining. only wastage of money,0
fair. good,1
wonderful. high rate quality poor early broken,0
really nice. expecting,1
nice product. product is good but manufacturers date is in august.,0
mind blowing purchase. great product in reasonable price,1
worth the money. good quality,1
highly recommended. nice product,1
good. out of 6 ... 3 will be fast and 3 will be slow... after returning the they sends the same with packing it fresh ... it s by yonex,0
could be way better. awesome,1
mind blowing purchase. original product,1
waste of money . nicc nice,1
wonderful. good delivery n original,1
simply awesome. nice one,1
nice. ok bettar,1
wonderful. good for beginners,1
really nice. good for outdoors,1
really nice. nice one,0
unsatisfactory. this is the first time i have received bad quality of product. shuttles are of bad qualities and very slow. really disappointed.,0
highly recommended. shuttle always good. timely delivered,1
mind blowing purchase. fine quality,1
highly recommended. very good product fkipkart very quickly devilry the item thanks to fkipkart,0
just wow . nice product,1
fabulous . good for regular practice. and nice quality.,1
best in the market . delivery time given is 10 days and also took a day extra. did not meet the promised delivery date.product is good.,0
great product. super,1
simply awesome. worthy product. very durable in outdoor practice. nice product,1
worth the money. good,1
brilliant. very bad slow,0
terrific purchase. good for indoor grab this if you like super slow shuttles,1
good choice. nice,1
fabulous . great,1
not recommended at all. good,1
worth every penny. wonderful,1
simply awesome. product delivered on time i checked all shuttles are were fine no wobbling or damage piece. for me its 100 geniune,1
classy product. good..,1
good. original products,1
expected a better product. very nice,1
terrific. good quality shuttle,1
highly recommended. good i love it,0
just wow . original product delivered with lightening speed,1
highly recommended. good product,1
just wow . good for practice,1
terrific purchase. it is very good,1
nice product. good,0
value for money. very worst shuttle is looking like 30 rs per piece,0
excellent. good product and best shuttlecock.,1
just wow . perfect...,1
simply awesome. excellent item and delivery service provided by flipkart,1
perfect product . it s ok,0
awesome. nice,1
excellent. go for it old,1
highly recommended. good poduct,1
mind blowing purchase. good,1
wonderful. so nais,1
good choice. good....,1
classy product. nice product,1
super . original product received . thank you for speedy delivery.,1
worthless. good nice,1
good choice. nice shuttle,1
terrible product. got the original product thanks to flipkart and the vendor supplier,1
classy product. just awesome,1
super . always awesome,1
not recommended at all. very nice product,1
must buy . shuttles are good and durable lasted for 6 rapid games.,1
delightful. badminton shuttle is too good,1
worth every penny. very bad,0
perfect product . superb product,1
terrific. yesterday received that product but it is damaged i am very disappointed and i lost my money,0
just wow . good quality shuttlecocks,1
must buy . love the product..,0
really nice. good product,1
best in the market . good,1
fabulous . quality and packing is super awesome...,1
worst experience ever . very good quality shuttles,1
good. aswm,1
just wow . thanks for it,1
super . go for it.... perfect for matches of intermediate to professional level,1
good choice. best quality,1
terrific purchase. super as expected,1
pretty good. best to play,1
highly recommended. very nice product good quality,1
bad quality. received an original and sealed product at a better price than the local sports stores.,1
waste of money . not evonomical,0
good quality product. got used shuttle,0
worth the money. good product and profit useable thanks flipkart,1
nice product. best shuttles for all long life,1
great product. good quality,1
fabulous . original product and as we know it is best in its segment.,1
just okay. after completion one game shuttle will be too fast,1
worth every penny. superb,1
fabulous . this is not original ... it s light weighted. but it s ok ok . you can play. but durability is another issue. these shuttles are not long lasting,0
classy product. got the product on time.product is genuine.,1
super . it s not good quality,0
great product. excellent,1
terrific purchase. good and nice speeds of shuttles,1
very good. good product . happy with the shuttle .,1
just wow . ok,0
nice. gud,1
great product. shuttles are good.and comparatively lasted.,1
super . finest shuttle for practice. the durability of shuttle is awesome.i bet you won t regret after playing.,1
worth the money. nice quality shuttles,1
excellent. best delivery man,1
just wow . fine and good dilevary,1
brilliant. good quality and good cost,1
must buy . quality good...,1
worth every penny. nice quality,1
brilliant. good quality,0
perfect product . good product,1
best in the market . it s is good for intermediate players not best but better then other,1
slightly disappointed. strong build for any rough game nice movement and speed.,1
fabulous . nice,1
nice product. very good.,1
using in out door badminton game. this is the best plastic shuttle,1
worth the money. nice product,1
horrible. awesome got with 699,1
pretty good. good,1
unsatisfactory. awesome nice product,1
hated it . not satisfactory. shuttles are a little fast. the quality seem to have degraded.,0
wonderful. on first attempt flipkart send local product when i replace order then i received yonex mavis 350 thanks flipkart,1
simply awesome. nice,1
terrific. working well in out door game,1
terrific. marvellous product good for beginner,1
fair. great,1
just okay. old stock,0
must buy . product seemed original. fine quality. although it breaks like a ice cream cone if explodes to even a little moisture.,1
great product. waste it is slow. any one want to purchase go retail stores,0
just wow . okay,1
worth the money. asked for slow shuttle and they have provided me medium or fast. when i checked return period was over.,0
pretty good. very nice,1
very good. genuine product,1
terrific. good one as expected .,0
best in the market . go for it its amazing,1
worth the money. original product in intact form delivered. nothing to comment on a branded product like yonex. thanks,1
terrific. super,1
good quality product. good in quality. probably the best nylon shuttle. just go for it.,1
very good. super,1
good choice. all the shuttles are fast...not good...wont buy again,0
terrific purchase. best shuttlecocks,1
highly recommended. nice flight good control perfect on bat writing after playing 2 times,1
just okay. good performance but not very good,1
best in the market . flipkart is the best online site.,1
worth every penny. havebeen ordering shuttles over a year now 100 orignal products and if incase at times shuttles are damaged flipkart is quick n hastle free to replace them thankyou for fair price n great services...,1
waste of money . good shuttle for all players,1
worth the money. ok,1
mind blowing purchase. shuttle is very good for average to beginners.,1
good quality product. nice one good quality for price,1
good choice. best among nylon shuttles,1
highly recommended. i brought yonex green cap for slow but some of the shuttle in the same box is fast i think they mix original and duplicate and making us fool...,0
must buy . excellent product genuine one .,1
great product. good quality,1
brilliant. its very very bad product,0
wonderful. got on time but old stock need to check the flight condition while playing,1
worst experience ever . best quality,1
awesome. excellent,1
wonderful. worth of money,1
worth every penny. ok,1
delightful. i received original product,1
useless product. go for it good quality genuine shuttles,1
excellent. good,1
good quality product. original,1
terrific. it s too good,1
perfect product . nice product for indoors not suitable for outdoors.,1
expected a better product. not up to mark. quality is not good,0
hated it . good and nice.,1
great product. it is good suttal,1
simply awesome. very nice product,1
wonderful. the product delivered was original but the packet was flattened due to which the shuttles have lost their shape.defective shuttles received,0
excellent. grt product at grt price,1
wonderful. fair,1
highly recommended. very much satisfied...good quality....quick delivery...,1
very good. awesome ...,1
mind blowing purchase. i have been ordering these since a long time shuttles used to be good and long lasting for rigorous games and used to last 90mins at least.but this time i am really disappointed with the quality. the shuttles are starting to rotate just over couple of sets. never expected this quality for a bulk order of 3 tubes.,0
excellent. not genuine product and all the shuttles were shaped out. don t buy these products online.,0
highly recommended. n8ce,1
just okay. nice product,1
simply awesome. its original,1
not good. ozm product but not delivered selected place,1
really nice. good for daily practice,1
best in the market . it v good for coart but not good for home,1
did not meet expectations. excellent and authentic productexcellent packagingfaster delivery,1
classy product. great product and perfect delivery time.,1
fabulous . okay okay shuttles,0
terrific purchase. fantastic.....,1
great product. original product correct delvery,0
not good. ok,1
brilliant. nice product,1
perfect product . awesome product 100 original durability,1
must buy . poor quality shuttle they have sent. may be it is a old stock. one shuttle broke within 1 day. only 7 games i have played with this shuttle.,0
fabulous . super but rate is very high,1
does the job. nice one,1
mmmm. good,1
simply awesome. nice one,1
classy product. value for money,1
simply awesome. nice original product just love playing badminton now,1
decent product. i doubt this may not be a genuine product...,0
super . original yonex product.. visit yonex sunrise website for originality.. scratch code an led type code in that website..,1
great product. not bad,0
good choice. as expected. excellent one.,1
worth every penny. good packing....,1
good. look ok...,0
super . it s good.. osm price really impressed with the product.,1
value for money. good one no doubt go for it,1
wonderful. amazing..,1
awesome. classy,1
great product. very very nice,1
pretty good. nice shuttle balance too good,1
brilliant. best of best... 1 got 629... must buy,1
classy product. quality it not good as expected.product life time is only 2 days,0
excellent. good product.,1
simply awesome. super products,1
best in the market . looks good rest comment after 2 day play minimum,1
wonderful. ok,1
wonderful. worth for money,1
perfect product . awesome,1
nice. i like the shuttle qualities,1
classy product. good job,1
decent product. excellent quality,1
great product. awesome best the comments that say it s fake. are also fake,1
brilliant. nice,1
fabulous . got from latest one not from old stock...packaging was too good,1
horrible. my favourite shuttle fast delivery by flipkart,1
good. packing of this product is very poor. always receive with press position,1
very good. very good,0
perfect product . shuttle is fast,0
great product. excellent app,1
wonderful. best quality shuttle,1
terrific. superb quality,1
worth every penny. nice,1
very good. nice product,1
super . nothing recet,0
pretty good. multiple small small holes in the cork. doesn t look like it will last long.,0
wonderful. good product,1
good quality product. super quality,1
simply awesome. good quality,1
best in the market . good material,1
wonderful. excellent deal value worth,1
best in the market . happy with my order i m always,1
terrific. good shuttles with a decent price.,1
just wow . god product at an attractive price,1
value for money. great shuttle flight of the shuttle is very good no regrets with the rate because in the market it was costing me around 840 rupees and here from flipkart i got it for 699 inr,1
expected a better product. original quality,1
perfect product . worthy,1
good choice. fastest delivery..nd products quality is ... adorable,1
fair. good product,1
worth every penny. good one. perfect,1
good quality product. superb,1
highly recommended. better thank local market,1
horrible. shuttle cork was good and genuine.i verified with yonex website.,1
wonderful. supar,1
very good. looking gud but not lasting .,1
classy product. packing is not so good. the plastic cover is damaged.,0
fabulous . very good,1
excellent. good,0
good. i would give full star to this product.... great quality.... unfortunately the next box i bought had one shuttle damaged,1
worst experience ever . good product. nice build quality,1
classy product. it s not a good product..,0
terrific purchase. quality is good,1
highly recommended. good,1
worth every penny. very good .nice quality .,1
brilliant. got a damage shuttle in the pack. rest are good.,0
great product. quality not seems good. breaks after one day play,0
worth the money. superb,1
good choice. nice item....get the same item as excepted,1
super . best green cup,1
must buy . very slow shuttles not good as per market.,1
fabulous . good boy,1
classy product. thanks to flipkart. the poor shuttles pack is replaced.,0
wonderful. rotine game,1
classy product. good product,1
good choice. amazing quality.worth every penny,1
value for money. excellent flight. slow as mentioned. recommended for beginners.,1
did not meet expectations. superb quality,1
highly recommended. long lasting.,1
waste of money . superb,1
excellent. good product,1
worth the money. good product,1
very good. its good product,1
don t waste your money. nice product,1
wonderful. nice as usual,1
worth every penny. very nice,1
worth every penny. its really good lasts longer than i expected,1
really nice. worst product. got all the squeezed boxes of shuttles. after replacement too got the same damaged product.,0
just okay. quality of the shuttle seems to be very bad. some of them didn t even last few games. had to change two shuttles in an hours play.,0
highly recommended. good price only too much,1
awesome. good quality nice product,1
decent product. satisfied with the product quality,1
good quality product. poor quality,0
awesome. best for intermediate players,1
must buy . overall nice,1
good choice. shuttles are very old. they damaged in one day only. bad quality shuttle.,0
worth the money. 3 shuttle damage dec 07 new pack 1 shuttle damaged,0
terrific. good product,1
delightful. very good.,1
terrific. very slowly,0
value for money. very good quality shuttle,1
good choice. best packing,1
awesome. awesome,1
terrific purchase. its same as the retailer shop .. we need not to go to shop buy it,1
does the job. best for daily play,1
wonderful. very good product,1
value for money. excellent design and lifespan,1
good quality product. good as always...,1
just wow . u can buy its a good product,1
awesome. excellent product,1
mind blowing purchase. quality item very good packing,1
nice product. good quality,0
best in the market . nice product.quick delivery.,1
good quality product. average quality in 6 shuttles only 3 are good,1
its yonex. while the shuttles are good pricing has been made exorbitant. from 600 per pack to 900 per pack an increase of 50 within one year. already trying alternatives.,0
packing was not good.. nice,1
just wow . pathetic quality,0
did not meet expectations. it s an original product from yonex . i m able to authenticate it over sunrise portal.best shuttle for indian condition.streamed travel correct balance and durable.for beginners and for intermediate level you should start with this one.,1
value for money. good delivery boy,1
pretty good. excellent,1
worth every penny. excellent. first we ordered one box and tried whether fake or genuine product. i selected slow 75. we found its genuine product with long lasting. then we are playing with the same shuttle till now. i suggested it to other courts in our town. they are playing with same shuttle and buying from flipkart. so go without any hesitation.,1
delightful. packing is good,1
terrific purchase. yonex is great,1
nice product. the packing of the product was not done properly not up to the mark. request the team to take care of the same in future to avoid damaging the product.,1
simply awesome. giving review after 2 weeks of use.. don t buy this product. it seems they are selling second grade defective product. all shuttle start to rotate after some time it s very difficult to play.... patethic product.,0
worth every penny. worst .......,0
worth every penny. good product...,1
worth every penny. nice...,1
good. nice,1
worthless. very ecobomical,1
could be way better. damaged pack,1
wonderful. awesome,1
really nice. good quality,1
wonderful. original product. very happy,1
not good. these shuttles have better quality than i bought from local shop.. no much difference in price..,1
super . min,1
worth the money. ok,0
pretty good. good product .. quick delivery .. impressive service..,0
utterly disappointed. bad,1
nice product. shuttle are very good,1
simply awesome. its just good,1
simply awesome. good quality.. original product,1
classy product. good product .,1
just wow . excellent,1
decent product. poor quality,0
excellent. price too high.compare to our local shop.quality is not good.,1
classy product. expected more good quality it s good only one shuttle has spinning issue.,1
super . it looks good but after use i will update about quality..,1
excellent. all the shuttle we re damaged.,0
terrific. best shuttlecock,1
awesome. nice shulter,1
slightly disappointed. very nice product,1
perfect product . gud quality,0
highly recommended. great,1
delightful. super,1
simply awesome. nice and rate reasonable....,1
nice product. superb,1
wonderful. the product was as per the expectation.,1
fabulous . very good,1
value for money. quality is very poor,0
super . very good,1
great product. very good product,1
classy product. thanks,1
just okay. good product,1
not good. really nice,1
very good. very good product,1
just okay. packing is damaged.. and few shuttle are also damaged... poor quality of packing..,1
worthless. good quality,1
brilliant. i have received all the genuine shuttle box. flight and pace level of shuttlecock are very good. but i am little disappointed with the packaging from both seller and flipkart side. boxex are little damaged although i am very grateful that my shuttlecock are not damaged. again i will purchase from the same seller. thanks,1
awesome. genuine product,1
worth every penny. i am using mavis 350 above past 2 year the best shuttlecock in y marketnew stock delivered by seller we play in doubles daily 5 setsdurability is awesome 3 4days smash drop toss everything is perfectsome of our team members complaint that shuttle is very heavy goes away when they toss but i think this is not shuttlecock s problemgood job yonex,1
very good. nice,0
delightful. flipkart is cheating the customers by sending very very old shuttle boxes...booked 4 box of shuttle on 12th december 2019 and received 2018 manufactured shuttles which are bad in condition.. going forward decides to not buy shuttles from flipkart ..,0
just wow . cost should be little less,0
just okay. it is not that much good,0
excellent. worth for money,1
terrific purchase. value for money,1
nice product. ferfect delivered..good products,1
excellent. very good shuttle for outdoor court. 1 shuttle lasts for 1 week even if you play smashes daily. good one to purchase.,1
fair. super,1
delightful. good one,1
does the job. nice,1
excellent. durable,1
value for money. very very good product i bought 2 or 3 barrels every month.... one of the trustworthy online shopping flifkart....,1
nice. good packing and delivery. but the flight and speed of the shuttles were much faster than the usual mavis 350. i doubt the genuinity.this time also the packing was perfect. but the very first shuttle taken was wobbling and is not good for play. very disappointing..,0
must buy . good.its original product.,1
great product. it s middle,0
awesome. its ok for beginners,1
just wow . it s nice,0
delightful. gud product in price range gud for indoor game,1
fabulous . fast delivery with good quality product,1
good. good one,0
did not meet expectations. nice,1
awesome. very good shuttle for you any stage you are in. simply go for it.,1
best in the market . nice product. looks very genuine.,1
classy product. fast sarvis,1
simply awesome. nice shuttle durable still these are working properly,1
worst experience ever . nice,1
highly recommended. better product,1
nice. superb and guaranteed .,1
excellent. bad,0
super . two shuttles are damaged,0
perfect product . best for outdoor and practice time,1
terrific. excellent quality,1
terrific. plz not buy this shuttle.,0
fabulous . very fantastic,1
super . good shuttle,0
great product. nice product. delivered on time.,1
pretty good. best product,1
good. good product ...,1
worth the money. it s always the best budget shuttlecocks mrp is rs 1040 but i got it in just rs 685,1
fair. good product,1
nice one . original product.thanks flipkart,1
terrific purchase. perfect product a great shuttle to practice badminton on a regular basis.,1
brilliant. nice product,1
classy product. ok,1
terrific purchase. nice product,1
terrific. better price than outlets. good product.,1
waste of money . good,0
brilliant. good and genuine product.,1
worth every penny. good but costy,0
worth every penny. good svuttles,1
simply awesome. best shuttles with which one can play,1
great product. quality product go for it,1
good choice. superb quality,1
perfect product . value for money,1
super . bad,0
highly recommended. very nice shuttle from the seller and prompt delivery from flipkart,1
classy product. shuttles are of good quality and durable,1
expected a better product. good product,1
brilliant. awesome and original product..however the box i got is of low quality. hope to not get that complaint again.,1
terrible product. value for money,1
simply awesome. very useful and beneficial also,1
good quality product. best product ever,1
simply awesome. very good product to delivered by flipcart,1
terrific purchase. super excellent delivery,1
utterly disappointed. good for practice.,1
super . receiving used and defective product shuttle is shaking.,0
worth every penny. it s original and reliable,1
terrific. shullte are worst quality....all shuttle are spin so accuracy in very bad....,0
wonderful. very nice,1
classy product. good quality,1
super . genuine product,1
perfect product . last order was great. this shuttle speed varies with temperature. moves fast in hot summer day. otherwise speed is good.,1
good choice. pathetic packing ...box crushed...shuttles not in playing condition,0
super . great product great service by flipkart,1
must buy . one word osm,1
good choice. long durable,1
must buy . ok comfort,1
great product. delivery date is too long. m. rest ok,1
mind blowing purchase. yonex the brand,1
very poor. good product,1
worth the money. durable for regular practice,1
nice product. absolutely original product,1
perfect product . good quality,1
just wow . valuable price.....nice....,1
very good. price with value,1
terrific. very nice,1
brilliant. its worth product on this price...,1
awesome. bad quality,0
brilliant. nice shuttle for night game..,1
wonderful. good to me,1
decent product. okay,1
classy product. good product from flipkart,1
brilliant. good and lasting,1
very good. the best u cant get,1
classy product. awesome shuttles i love it,1
must buy . on time delivery and very nice product. i am a national level player and i used these shuttles just for practice and i found the quality very nice and they are really the original yonex mavis 350 if you are thinking to buy them then you should not wait for it just go for it.,1
terrific purchase. original. no more comments.,1
worth. excellent,1
perfect product . nice product. worth for money....,1
great product. i think it s not the original. more flight for the cork which i have not seen before,0
nice. very good shuttle,1
don t waste your money. original,1
really nice. go for it,1
awesome. original product fast delivery.,1
brilliant. to good,1
super . fast delivery from flipkart.nice product.,1
just okay. good product on time delivery,1
delightful. not up to the mark.... but durable,0
best in the market . good long lasting,1
really nice. worst,0
excellent. nice cital,1
good choice. nicely packed,1
highly recommended. good product,1
good choice. good,1
classy product. 2 corks were not to that perfect. yes can go for this price. but the plastic quality to improve a lot i mean the plasticity of plastic,1
brilliant. fine,0
horrible. awsome product...,1
wonderful. original product and at best price you can get here. must buy.,1
excellent. nice one,1
brilliant. wel finished,1
perfect product . nice products,1
mind blowing purchase. excellent,1
delightful. superb quality product received thanks flipkart,1
very poor. best one,1
worth the money. i played only for two days with on shuttle it started broking,0
worth the money. genuine shuttle. i bought it rs.685.,1
very good. great quality,1
good choice. very nice,1
good choice. very genuine and affordable product,1
terrible product. best shuttle for practice..,1
best in the market . fast delivery flipkart thank u,1
terrific. good quality,1
nice product. very worst.,0
good quality product. good for practice..,1
good quality product. i am not sure whether the product original or counterfeit... it looks like original but the quality is not good i purchased similar box from offline shop and that had best quality.. this is first time i received such product from flipkart..delivery and packaging as always..best from flipkart.thanks.,1
terrible product. nice,1
worth every penny. very good product,1
good. cheap quality,0
perfect product . nice product.,1
wonderful. good product and delivered fast good,1
good quality product. genuine product and at a good price,1
pretty good. very durable.,1
hated it . it s good and durability,1
pretty good. i asked for 350 green cap.but came blue cap,0
pretty good. genuine orginal product,1
worth every penny. quality of shuttle was low,0
just wow . original product with great price.thanks flipkart.,1
mind blowing purchase. good product,1
prompt delivery. product is good but quality of shuttle is not good,1
wonderful. nice product....,1
moderate. worst quality,0
good. nice products,1
classy product. nice shuttle,1
wonderful. good product,1
value for money. good,1
perfect product . don t worry it s a good product,1
brilliant. order got delivered within 24 hrs ...amazing delivery .. loved it..,1
excellent. nice,1
good. nice quality and original,1
simply awesome. teriffic product,1
must buy . quality is not good,0
worth every penny. gud,0
not good. not bad,1
simply awesome. awesome product price very good,1
could be way better. good,1
must buy . good original,1
brilliant. fantasti shuttle,1
wonderful. very good product,1
fabulous . super good,1
must buy . the quality of the shuttle is not good,0
super . good better best,1
terrific. bad,0
simply awesome. nice product go for it,1
worth the money. good quality product,1
very good. good quality shuttle,1
wonderful. very nice,1
great product. good as of now,1
nice product. great,1
wonderful. orginal product,1
worth the money. good product and more durable then mavis 2000. price could have been little lower than 450 range.,1
best in the market . nice one,1
brilliant. it s feel like feather shuttle and durable also.,1
terrific purchase. good quality,1
classy product. genuine product.very satisfied with the performance.very slow and last long in indoor court.,1
terrific. awesome,1
must buy . good product satisfied but some shuttles are defective.,1
terrible product. i enjoyed playing with it. i received the latest design.,1
highly recommended. superior,1
just okay. thanks,1
great product. best.....,1
brilliant. good..,1
best in the market . nice shuttles,1
very good. nice quality,1
brilliant. worth buying it. thanks flipkart,1
terrific. not to heavy use,0
delightful. very nice,1
excellent. not wort.average quality.the bottom part doesnt meet the expectations from yonex,0
super . this item is very fantastic,1
absolute rubbish . perfect shuttle to play a fantastic game. super,1
wonderful. nice product....long lasting,1
highly recommended. very bad quality,1
brilliant. its good,1
simply awesome. nice product,1
simply awesome. original as expected,1
must buy . very slow shuttle. feels like cheated on quality,0
decent product. normal,1
perfect product . as regular,1
highly recommended. these are the best ones..with right amount of bounce and weight,1
wonderful. thank you very good shuttles,1
wonderful. thanks for replacement,1
simply awesome. very poor quality it is not original.,0
good quality product. awsome must buy..,1
best in the market . evarage,0
brilliant. super,1
fabulous . nice...,1
best in the market . good packing..not yet used,1
excellent. unbelievable at this price,1
great product. nice product,1
awesome. it is super,1
nice product. quick delivery and very genuine product and best price.,1
best in the market . very good quality and genuine product.,1
excellent. perfect cost effective,1
super . very good flip kart is best for online shopping,1
brilliant. quality as expected it s the same as wht u would buy from any sports shop,1
must buy . very good product i like it,1
perfect product . nice n good,1
does the job. nice,1
highly recommended. recommended..,1
best in the market . original product,1
absolute rubbish . genuine,1
highly recommended. sach a nice product,1
just wow . good one. i recommend this shuttlecock for the beginner.,1
bad quality. super,1
must buy . good product. speed delivery.,1
terrific. perfect,0
not good. original product packing is also good.,1
worth every penny. worst product ever 5 shuttles waste in 2 box,0
terrific. product is really good at cheap rate..delivery was good too,1
terrific. not bad,1
mind blowing purchase. nice product .,1
fair. the quality was not up to the earlier one please ensure quality is up to the mark,0
highly recommended. original product,1
could be way better. best for gamr,1
does the job. super shuttle i like very much thnx flipkart,1
mind blowing purchase. think before buy,0
must buy . good one..,1
nice. excelent quality.,1
good quality product. awesome,1
perfect product . nice shuttle....,1
perfect product . not bad,0
best in the market . up to the expectation.,1
classy product. not bad,0
just okay. last time i bought it..3 pieces were defective..it was damaged after playing for 15 min..,0
not good. original yonex,1
excellent. nice,0
value for money. awesome,1
excellent. awsome quality,1
does the job. a genuine product....nice and clean play experience like 95 feather,1
pretty good. i am happy,1
excellent. thanks,1
great product. average couple of shuttles in the box are not good,0
good choice. few are good but few last for a day 6matches we play outdoor .,0
value for money. nice product.,1
brilliant. packing damaged resulting damages to shuttle.,1
mind blowing purchase. original and cheaper,1
mind blowing purchase. berry nice pic,1
fair. good .....looks original......,0
terrific purchase. okay okay quality,1
does the job. amazing delivery time.,1
best in the market . super,1
first time user. genuine product with very cheap priceand the best thing is one day delivery thanks flipkart team,1
pretty good. good quality,1
super . after using will revert. thanks,1
awesome. nice shuttles,1
terrific purchase. shuttles good,1
must buy . it s top bottom cabs are very light weight why it s original,0
expected a better product. good delivery . delivery on time.but delivery date is too long,1
excellent. not coming long,0
terrific. the shuttle is much better than the 2000 series. the additional weight keeps the shots in court.,1
highly recommended. the quality is quite ok even though the date of manufacture is 9 months back. suggestion is that date of manufacture should also be included in the product details.,1
absolute rubbish . nice,0
best in the market . very much appreciated .,1
could be way better. good one in reasonable price,1
excellent. it s ok,0
worthless. very low quality,0
good. original product thats a very important thing to know . we are regular players and knew original quality.go get it you will enjoy it.,1
fair. everything is good.,1
great product. packing of the parcel is good but all 6 six shuttle are broken and damage inside the pack. this time i feel like cheated.,0
good. ok,1
must buy . super .... better than 200i,1
worth the money. i was not so good in quality. the shuttles broke within 3 4 days of regular usage. usually the other mavis 350 lasts around 1 1.5 week of regular usage.,0
brilliant. am happy in day delivery,1
delightful. good worthy,1
worth every penny. the worst product delivered please check the product before thoroughly i have got a yonex cork its cover is like a original yonex cork but its a completely forged product inside it is a cheap cork brand know as rocker s,0
very good. good,0
mind blowing purchase. out of six shuttles only 4 was good 2 are looks like broken......,0
fabulous . always get the best deal in flipkart brilliant quality product and service.,1
excellent. nice g o o d,0
wonderful. simply amazing,1
brilliant. good product,1
fabulous . just superb,1
does the job. awesome,1
great product. yo,1
terrific. original product... i think it was older stock,1
terrific purchase. satisfied with shuttels moving with expectations go up team flip,1
worth every penny. quality product,1
super . osm,1
classy product. nice product,1
terrific. best cork i have ever used,1
super . original material tq flipkart,1
not bad. some shuttle are default,0
terrific. good not excellent,0
super . genuine product received it in 2 days,1
moderate. a smart boy delivered the item in time after proper intimation,1
perfect product . super quality,1
pretty good. very good quality ......,1
good quality product. nice product,1
just wow . chauchak shuttle,1
expected a better product. very good quality of received box..thanks,1
good choice. it had a rubber on the top and its not the plastic one.its good.but if you play very hardly with it it could break in 3 to 4 weeks or less.depends upon your play .,1
highly recommended. not bad... very slow in speed,0
good choice. yes it is original.,1
unsatisfactory. good,1
awesome. not good...after playing 1 game...shuttle is getting speed...may be not good quality.,0
nice product. one day delivery by flipkart without any issues,1
great product. very nice,1
good. this time it s good quality... i like it..,1
terrific purchase. very low quality birdies. 3 out of the 6 birdies were gone in a day. they were wobbling from the very first hit. i bought 2 packs. need to see whether the second one is also like this or whether it was just one defective pack. i don t want to return it because i already used 3 of it in a day and it didn t seem good on me to return.,0
good choice. flipkart is not customer centric,1
great product. very nice to play with this cook.color yellowspeed slow 75yonex mavis 350 cap green colorpack only 6 these are the qualities which is very best choice to play for everyone....,1
highly recommended. good one,1
waste of money . very bad quality product.and don t try to purchase,0
excellent. nice one,1
best in the market . doesn t last more than 3 4 games,1
awesome. the quality of the shuttles is not good as before.,0
fair. nice quality and fast shipment. 1 shuttle last for at least 10 matches so it s a great deal,1
did not meet expectations. good..,0
fabulous . nice shuttle,1
pretty good. suprrb,1
nice. good,1
very good. amazingly fast delivery....i ordered it the day before yesterday evening and got it yesterday morning....would recommend seller...and also shuttles are as expected. very much satisfied.,1
mind blowing purchase. poor quality shuttle..,0
brilliant. nice shuttles....worth it,1
good choice. very good item,1
nice. super,0
highly recommended. not good,0
highly recommended. good.looks genuine,1
unsatisfactory. nice one,0
super . good,1
very good. nice,1
fabulous . worth,1
value for money. nice,1
good quality product. good delivery,1
wonderful. nice product.....,0
good choice. very good product,1
just okay. it seems to be original one... i use it n found perfect one... and got delivered in one day...,1
very good. really horrible all of them i hv received are used ones.please dont buy this product.,0
highly recommended. a good product at a great price.i suggest for itgo for ita very good choice for badminton practice,1
classy product. very good,1
does the job. perfect shuttle for outdoor play,1
not good. super,1
not good. this time it is not lasting as last time it was... i don t why it has happen... is they have do something wrong... i am not sure but i am bit dissatisfied,1
decent product. ok,1
brilliant. yonex always provide good quality,1
hated it . good quality n good service from flipcart,1
mind blowing purchase. not original shuttles of yonex.,0
does the job. good product and best delivery of flipkart,1
wonderful. all good. cheapest price.,1
delightful. shuttle is durable but has dug,0
worth every penny. no long lasting.,0
excellent. product is very poor quality shuttle damage only in 3 to 4 game. earlier it was good.,0
highly recommended. not better,0
worth every penny. excellent shuttle,1
terrific purchase. it is not playable in indoor as it is heavy in weight.,0
genuine lowest price . good one,1
perfect product . good,0
brilliant. quality is good,1
perfect product . best in available,1
good choice. using since very long.....very nice product,1
must buy . ok,1
super . genuine and good product.,1
excellent. got a genuine product. i scratched the hologram for the code and checked it online on sunrise site and it is genuine.thanks for a great price on this product.,1
best in the market . good.,1
nice product. delivered on time..genuine product,1
mind blowing purchase. best product in best price....thanks flipkart....,1
slightly disappointed. nothing to say absolutely fantastic product..best delivery..,1
nice product. good behavior and prompt delivery,1
very good. very good,1
brilliant. worth for money,1
excellent. best,1
pretty good. cost is much less than local msrket,1
perfect product . too good,1
could be way better. damaged product send.,0
very good. useful product,1
excellent. good product in this price,1
just wow . must item,1
great product. good quality,1
slightly disappointed. good product,1
nice product. product is good but i got the same price in near sports item soap,1
delightful. waste of money.. the first pack i got was of very poor quality.. i requested for replacement.. the replacement i received was of same quality.. from local market i bought same product of good quality...,0
simply awesome. very bad quality shuttle breaking on only a few shots .... all the shuttles are same. pls don t buy.,0
great product. product is v nice,1
hated it . good quality,1
mind blowing purchase. all is well,1
moderate. i have got what i had expectedvery nice product go for itthan flipcart,1
decent product. good quality,1
useless product. rough suttles....,0
good quality product. good,1
highly recommended. vry nice,1
slightly disappointed. nice product,1
